season,team_abbr,xgf_pct,cf_pct,ff_pct
2025,MTL,50.0,51.7,51.5
2025,NJD,50.2,50.5,52.4
2025,NSH,50.1,52.6,51.4
2025,NYI,50.1,50.6,51.6
2025,NYR,52.7,51.7,51.9
2025,OAK,52.9,50.5,51.4
2025,OTT,53.0,50.8,51.8
2025,PHI,50.6,50.2,50.1
2025,PHX,53.7,51.3,50.4
2025,PIT,50.6,51.5,50.5
2025,SEA,51.1,51.2,52.8
2025,SJS,51.8,51.6,51.6
2025,STL,53.3,50.2,52.5
2025,TBL,53.5,50.9,52.7
2025,TOR,52.9,51.7,50.3
2025,UTA,53.6,51.3,50.8
2025,VAN,52.9,51.7,51.4
2025,VGK,51.1,51.8,51.8
2025,WIN,50.5,50.3,52.2
2025,WPG,54.5,53.0,53.5
2025,WSH,50.8,50.7,51.6
2026,AFM,52.0,52.3,52.4
2026,ANA,53.0,52.4,51.7
2026,ARI,50.5,52.8,52.8
2026,ATL,52.5,52.2,52.2
2026,BOS,51.5,53.1,51.7
2026,BUF,53.3,50.8,50.3
2026,CAR,51.7,51.4,52.5
2026,CBJ,51.6,51.2,51.1
2026,CGS,53.0,52.3,51.4
2026,CGY,51.5,52.2,51.1
2026,CHI,53.7,50.9,52.3
2026,CLE,53.5,51.4,49.9
2026,CLR,51.6,50.0,51.4
2026,COL,55.0,53.5,54.0
2026,DAL,52.7,50.5,52.0
2026,DET,51.0,51.0,50.8
2026,EDM,53.6,51.3,52.0
2026,FLA,51.2,50.9,51.8
2026,KCS,52.1,52.8,52.2
2026,LAK,53.3,50.2,50.6
2026,MIN,51.1,51.3,52.0
2026,MTL,51.7,52.8,50.0
2026,NJD,52.5,51.9,52.6
2026,NSH,51.8,50.7,51.7
2026,NYI,51.3,50.2,51.8
2026,NYR,51.5,51.4,53.1
2026,OAK,52.1,51.8,52.1
2026,OTT,50.3,50.3,52.1
2026,PHI,51.1,52.2,51.1
2026,PHX,51.8,50.0,51.5
2026,PIT,50.4,50.3,50.8
2026,SEA,50.9,52.1,49.9
2026,SJS,50.6,50.1,50.6
2026,STL,52.1,52.2,50.7
2026,TBL,52.5,51.2,50.4
2026,TOR,53.5,50.5,52.7
2026,UTA,50.3,51.1,51.1
2026,VAN,52.7,50.8,52.4
2026,VGK,54.0,51.6,53.0
2026,WIN,50.2,52.6,51.7
2026,WPG,50.6,51.3,51.3
2026,WSH,51.2,51.9,52.0
